"","Data","Season","Night","Channel","Time","Event_V","Quantity","Toys","Date_time","godzina","pora_dnia","a","l","t","r","p","c","d","f","n","e","u","g","h","i","k","o","w","v","ilosc_elementow"
"1","17.05.2012","Jablow_1",1,"Ch1","21:00:08","a.l.a.",1,0,2012-05-17 21:00:08,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2","17.05.2012","Jablow_1",1,"Ch1","21:10:29","a.",1,0,2012-05-17 21:10:29,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3","17.05.2012","Jablow_1",1,"Ch1","21:18:36","a.t.n.",1,0,2012-05-17 21:18:36,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"4","17.05.2012","Jablow_1",1,"Ch1","21:20:11","w",1,0,2012-05-17 21:20:11,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"5","17.05.2012","Jablow_1",1,"Ch1","21:20:16","l",1,0,2012-05-17 21:20:16,21,"wieczor",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6","17.05.2012","Jablow_1",1,"Ch1","21:20:40","v.l.a.t.d",1,0,2012-05-17 21:20:40,21,"wieczor",1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5
"7","17.05.2012","Jablow_1",1,"Ch1","21:33:40","a.n",1,0,2012-05-17 21:33:40,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"8","17.05.2012","Jablow_1",1,"Ch1","21:51:05","v",1,0,2012-05-17 21:51:05,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"9","17.05.2012","Jablow_1",1,"KAM2","21:00:04","v.t.a.t.v.",1,0,2012-05-17 21:00:04,21,"wieczor",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
"10","17.05.2012","Jablow_1",1,"KAM2","21:07:07","v.t.n.",1,0,2012-05-17 21:07:07,21,"wieczor",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"11","17.05.2012","Jablow_1",1,"KAM2","21:12:19","v",1,0,2012-05-17 21:12:19,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"12","17.05.2012","Jablow_1",1,"KAM2","21:13:22","d.a.l.a.t.n",1,0,2012-05-17 21:13:22,21,"wieczor",2,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"13","17.05.2012","Jablow_1",1,"KAM2","21:14:51","d.a.",1,0,2012-05-17 21:14:51,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"14","17.05.2012","Jablow_1",1,"KAM2","21:15:27","a",1,0,2012-05-17 21:15:27,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"15","17.05.2012","Jablow_1",1,"KAM2","21:16:46","v",1,0,2012-05-17 21:16:46,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"16","17.05.2012","Jablow_1",1,"KAM2","21:16:52","v.a.t.a.",1,0,2012-05-17 21:16:52,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"17","17.05.2012","Jablow_1",1,"KAM2","21:19:23","a.l.c.t.n.",1,0,2012-05-17 21:19:23,21,"wieczor",1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"18","17.05.2012","Jablow_1",1,"KAM2","21:27:12","a.t.n.",1,0,2012-05-17 21:27:12,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"19","17.05.2012","Jablow_1",1,"KAM2","21:28:09","a",1,0,2012-05-17 21:28:09,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"20","17.05.2012","Jablow_1",1,"KAM2","21:28:12","c.",1,0,2012-05-17 21:28:12,21,"wieczor",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"21","17.05.2012","Jablow_1",1,"KAM2","21:29:05","a.n.",1,0,2012-05-17 21:29:05,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"22","17.05.2012","Jablow_1",1,"KAM2","21:29:24","d.v.r.a.",1,0,2012-05-17 21:29:24,21,"wieczor",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"23","17.05.2012","Jablow_1",1,"KAM2","21:29:51","a.t.a.",1,0,2012-05-17 21:29:51,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"24","17.05.2012","Jablow_1",1,"KAM2","21:33:37","a",1,0,2012-05-17 21:33:37,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"25","17.05.2012","Jablow_1",1,"KAM2","21:34:57","a.l.a.",1,0,2012-05-17 21:34:57,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"26","17.05.2012","Jablow_1",1,"KAM2","21:35:44","d.t.a.v.",1,0,2012-05-17 21:35:44,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"27","17.05.2012","Jablow_1",1,"KAM2","21:43:27","a.n.",1,0,2012-05-17 21:43:27,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"28","18.05.2012","Jablow_1",1,"Ch1","03:07:45","a.n.",1,0,2012-05-18 03:07:45,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"29","18.05.2012","Jablow_1",1,"Ch1","03:09:23","a.d. ",1,0,2012-05-18 03:09:23,3,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"30","18.05.2012","Jablow_1",1,"Ch1","03:09:47","a.c.",1,0,2012-05-18 03:09:47,3,"rano",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"31","18.05.2012","Jablow_1",1,"Ch1","03:26:10","a.l.a.",1,0,2012-05-18 03:26:10,3,"rano",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"32","18.05.2012","Jablow_1",1,"Ch1","03:52:54","a.n.",1,0,2012-05-18 03:52:54,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"33","18.05.2012","Jablow_1",1,"Ch1","03:58:13","a.n.",1,0,2012-05-18 03:58:13,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"34","18.05.2012","Jablow_1",1,"KAM2","03:07:41","n.l.a.",1,0,2012-05-18 03:07:41,3,"rano",1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"35","18.05.2012","Jablow_1",1,"KAM2","03:09:18","a.",1,0,2012-05-18 03:09:18,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"36","18.05.2012","Jablow_1",1,"KAM2","03:09:21","d.a.v.",1,0,2012-05-18 03:09:21,3,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"37","18.05.2012","Jablow_1",1,"KAM2","03:18:19","a.c.v.t.a.n.",1,0,2012-05-18 03:18:19,3,"rano",2,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6
"38","18.05.2012","Jablow_1",1,"KAM2","03:26:07","d.a.",1,0,2012-05-18 03:26:07,3,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"39","18.05.2012","Jablow_1",1,"KAM2","03:26:13","a.t.a.t.v.r.v.a.v.r.",1,0,2012-05-18 03:26:13,3,"rano",3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10
"40","18.05.2012","Jablow_1",1,"KAM2","03:50:42","a.t.v.d.",1,0,2012-05-18 03:50:42,3,"rano",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"41","18.05.2012","Jablow_1",1,"KAM2","03:51:50","a.t.a.r.o.a.l.c.t.r.",1,0,2012-05-18 03:51:50,3,"rano",3,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10
"42","18.05.2012","Jablow_1",1,"KAM2","03:52:33","a.l.a.n.",1,0,2012-05-18 03:52:33,3,"rano",2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"43","18.05.2012","Jablow_1",1,"KAM2","03:52:39","d.t.r.v.n.",1,0,2012-05-18 03:52:39,3,"rano",NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5
"44","18.05.2012","Jablow_1",1,"KAM2","03:52:50","d.a.t.c.a.",1,0,2012-05-18 03:52:50,3,"rano",2,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"45","18.05.2012","Jablow_1",1,"KAM2","03:55:08","w",1,0,2012-05-18 03:55:08,3,"rano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"46","18.05.2012","Jablow_1",1,"KAM2","03:55:10","d.a.",1,0,2012-05-18 03:55:10,3,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"47","18.05.2012","Jablow_1",1,"KAM2","03:57:34","a.t.c.n.",1,0,2012-05-18 03:57:34,3,"rano",1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"48","18.05.2012","Jablow_1",1,"KAM2","03:57:37","w",1,0,2012-05-18 03:57:37,3,"rano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"49","18.05.2012","Jablow_1",1,"KAM2","03:57:58","d.t.a.",1,0,2012-05-18 03:57:58,3,"rano",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"50","18.05.2012","Jablow_1",1,"KAM2","03:58:03","a.t.v.n.",1,0,2012-05-18 03:58:03,3,"rano",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"51","18.05.2012","Jablow_1",1,"KAM2","03:58:06","d.c.r.a.n.",1,0,2012-05-18 03:58:06,3,"rano",1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"52","18.05.2012","Jablow_1",1,"KAM2","03:58:10","d.a.t.a",1,0,2012-05-18 03:58:10,3,"rano",2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"53","18.05.2012","Jablow_1",1,"KAM2","03:59:32","d.t.",1,0,2012-05-18 03:59:32,3,"rano",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"54","18.05.2012","Jablow_1",2,"Ch1","21:18:45","a.n",1,0,2012-05-18 21:18:45,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"55","18.05.2012","Jablow_1",2,"Ch1","21:19:47","a",1,0,2012-05-18 21:19:47,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"56","18.05.2012","Jablow_1",2,"Ch1","21:19:50","d",1,0,2012-05-18 21:19:50,21,"wieczor",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"57","18.05.2012","Jablow_1",2,"Ch1","21:19:53","a",1,0,2012-05-18 21:19:53,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"58","18.05.2012","Jablow_1",2,"Ch1","21:24:52","a",1,0,2012-05-18 21:24:52,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"59","18.05.2012","Jablow_1",2,"Ch1","21:26:31","a",1,0,2012-05-18 21:26:31,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"60","18.05.2012","Jablow_1",2,"Ch1","21:29:30","n.t",1,0,2012-05-18 21:29:30,21,"wieczor",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"61","18.05.2012","Jablow_1",2,"Ch1","21:29:33","a.n",1,0,2012-05-18 21:29:33,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"62","18.05.2012","Jablow_1",2,"Ch1","21:35:56","d.a.l.d",1,0,2012-05-18 21:35:56,21,"wieczor",1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"63","18.05.2012","Jablow_1",2,"KAM2","21:04:58","d.a.",1,0,2012-05-18 21:04:58,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"64","18.05.2012","Jablow_1",2,"KAM2","21:04:59","a.n",1,0,2012-05-18 21:04:59,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"65","18.05.2012","Jablow_1",2,"KAM2","21:08:40","d.a.t.l.n",1,0,2012-05-18 21:08:40,21,"wieczor",1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"66","18.05.2012","Jablow_1",2,"KAM2","21:10:40","d.t.n.",1,0,2012-05-18 21:10:40,21,"wieczor",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"67","18.05.2012","Jablow_1",2,"KAM2","21:11:43","d.a.t.",1,0,2012-05-18 21:11:43,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"68","18.05.2012","Jablow_1",2,"KAM2","21:17:59","d.t.",1,0,2012-05-18 21:17:59,21,"wieczor",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"69","18.05.2012","Jablow_1",2,"KAM2","21:18:05","a.l.a.",1,0,2012-05-18 21:18:05,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"70","18.05.2012","Jablow_1",2,"KAM2","21:18:42","a",1,0,2012-05-18 21:18:42,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"71","18.05.2012","Jablow_1",2,"KAM2","21:19:05","a.l.n",1,0,2012-05-18 21:19:05,21,"wieczor",1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"72","18.05.2012","Jablow_1",2,"KAM2","21:19:13","d.t..",1,0,2012-05-18 21:19:13,21,"wieczor",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"73","18.05.2012","Jablow_1",2,"KAM2","21:19:23","l",1,0,2012-05-18 21:19:23,21,"wieczor",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"74","18.05.2012","Jablow_1",2,"KAM2","21:19:27","a.l.a",1,0,2012-05-18 21:19:27,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"75","18.05.2012","Jablow_1",2,"KAM2","21:19:54","t.n",1,0,2012-05-18 21:19:54,21,"wieczor",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"76","18.05.2012","Jablow_1",2,"KAM2","21:19:57","t.a",1,0,2012-05-18 21:19:57,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"77","18.05.2012","Jablow_1",2,"KAM2","21:22:17","d.a",1,0,2012-05-18 21:22:17,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"78","18.05.2012","Jablow_1",2,"KAM2","21:22:21","a.l.a.",1,0,2012-05-18 21:22:21,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"79","18.05.2012","Jablow_1",2,"KAM2","21:22:55","d.a.l.a",1,0,2012-05-18 21:22:55,21,"wieczor",2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"80","18.05.2012","Jablow_1",2,"KAM2","21:23:13","d.a.l.uv.l.v.l.a",1,0,2012-05-18 21:23:13,21,"wieczor",2,3,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,9
"81","18.05.2012","Jablow_1",2,"KAM2","21:24:50","v.c.",1,0,2012-05-18 21:24:50,21,"wieczor",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"82","18.05.2012","Jablow_1",2,"KAM2","21:26:27","d.a.t.c.uv.t.",1,0,2012-05-18 21:26:27,21,"wieczor",1,NA,2,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,7
"83","18.05.2012","Jablow_1",2,"KAM2","21:26:37","d.v.",1,0,2012-05-18 21:26:37,21,"wieczor",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"84","18.05.2012","Jablow_1",2,"KAM2","21:26:41","a.l.a",1,0,2012-05-18 21:26:41,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"85","18.05.2012","Jablow_1",2,"KAM2","21:26:47","d.a.o.",1,0,2012-05-18 21:26:47,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3
"86","18.05.2012","Jablow_1",2,"KAM2","21:36:19","c.t.n",1,0,2012-05-18 21:36:19,21,"wieczor",NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"87","18.05.2012","Jablow_1",2,"KAM2","21:38:49","d.a.t.",1,0,2012-05-18 21:38:49,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"88","18.05.2012","Jablow_1",2,"KAM2","21:38:52","w",1,0,2012-05-18 21:38:52,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"89","19.05.2012","Jablow_1",2,"Ch1","03:14:43","a.t.d.",1,0,2012-05-19 03:14:43,3,"rano",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"90","19.05.2012","Jablow_1",2,"Ch1","03:21:24","a.n.",1,0,2012-05-19 03:21:24,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"91","19.05.2012","Jablow_1",2,"Ch1","03:21:48","d.t.d.",1,0,2012-05-19 03:21:48,3,"rano",NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"92","19.05.2012","Jablow_1",2,"Ch1","03:34:46","d.a.t.d.",1,0,2012-05-19 03:34:46,3,"rano",1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"93","19.05.2012","Jablow_1",2,"Ch1","03:39:28","d.a.",1,0,2012-05-19 03:39:28,3,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"94","19.05.2012","Jablow_1",2,"Ch1","03:40:19","f",1,0,2012-05-19 03:40:19,3,"rano",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"95","19.05.2012","Jablow_1",2,"Ch1","03:40:50","c.d.",1,0,2012-05-19 03:40:50,3,"rano",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"96","19.05.2012","Jablow_1",2,"Ch1","03:43:06","n.t.a.",1,0,2012-05-19 03:43:06,3,"rano",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"97","19.05.2012","Jablow_1",2,"Ch1","03:46:38","a.t.d.",1,0,2012-05-19 03:46:38,3,"rano",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"98","19.05.2012","Jablow_1",2,"Ch1","03:52:14","f",1,0,2012-05-19 03:52:14,3,"rano",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"99","19.05.2012","Jablow_1",2,"Ch1","03:54:21","a.n.",1,0,2012-05-19 03:54:21,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"100","19.05.2012","Jablow_1",2,"Ch1","03:54:44","a.n.",1,0,2012-05-19 03:54:44,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"101","19.05.2012","Jablow_1",2,"Ch1","03:56:07","v",1,0,2012-05-19 03:56:07,3,"rano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"102","19.05.2012","Jablow_1",2,"KAM2","03:21:21","l",1,0,2012-05-19 03:21:21,3,"rano",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"103","19.05.2012","Jablow_1",2,"KAM2","03:23:26","d.c.",1,0,2012-05-19 03:23:26,3,"rano",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"104","19.05.2012","Jablow_1",2,"KAM2","03:23:29","w",1,0,2012-05-19 03:23:29,3,"rano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"105","19.05.2012","Jablow_1",2,"KAM2","03:23:31","d.a.",1,0,2012-05-19 03:23:31,3,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"106","19.05.2012","Jablow_1",2,"KAM2","03:23:33","v.",1,0,2012-05-19 03:23:33,3,"rano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"107","19.05.2012","Jablow_1",2,"KAM2","03:30:15","v",1,0,2012-05-19 03:30:15,3,"rano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"108","19.05.2012","Jablow_1",2,"KAM2","03:39:30","a.t.d.",1,0,2012-05-19 03:39:30,3,"rano",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"109","19.05.2012","Jablow_1",2,"KAM2","03:39:32","t.d.",1,0,2012-05-19 03:39:32,3,"rano",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"110","19.05.2012","Jablow_1",2,"KAM2","03:39:46","a.l.a.t.r.v.o.l.a.",1,0,2012-05-19 03:39:46,3,"rano",3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,9
"111","19.05.2012","Jablow_1",2,"KAM2","03:43:07","a.t.n.",1,0,2012-05-19 03:43:07,3,"rano",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"112","19.05.2012","Jablow_1",2,"KAM2","03:46:34","c.l.a.",1,0,2012-05-19 03:46:34,3,"rano",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"113","19.05.2012","Jablow_1",2,"KAM2","03:54:16","a.t.a.l.a.",1,0,2012-05-19 03:54:16,3,"rano",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"114","19.05.2012","Jablow_1",2,"KAM2","03:54:40","c.c.",1,0,2012-05-19 03:54:40,3,"rano",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"115","19.05.2012","Jablow_1",2,"KAM2","03:54:58","a.n.",1,0,2012-05-19 03:54:58,3,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"116","19.05.2012","Jablow_1",2,"KAM2","03:55:01","d.a.",1,0,2012-05-19 03:55:01,3,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"117","19.05.2012","Jablow_1",2,"KAM2","03:55:12","n.c.",1,0,2012-05-19 03:55:12,3,"rano",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"118","19.05.2012","Jablow_1",2,"KAM2","03:56:12","c.v.l.c.",1,0,2012-05-19 03:56:12,3,"rano",NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"119","19.05.2012","Jablow_1",2,"KAM2","03:58:18","d.uo.a.l.a.",1,0,2012-05-19 03:58:18,3,"rano",2,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,6
"120","19.05.2012","Jablow_1",3,"Ch1","21:03:49","a.n.",1,0,2012-05-19 21:03:49,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"121","19.05.2012","Jablow_1",3,"Ch1","21:22:35","a.n.",1,0,2012-05-19 21:22:35,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
