Season;Data;Phase;Night;Channel;Time;Event_V;Quantity;Toys
Jablow_2;26.07.2012;C;5;KAM2;21:46:38;a.v.l.a.v.t.a.n./p.a.t.a.ul.a.d./d.a./a.v.;4;0
Jablow_2;26.07.2012;C;5;KAM2;21:46:53;n.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:47:00;a.l.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:47:30;n.t.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:47:55;n.a.t.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:48:05;d.a.l.a.l.a.o.a./a.c.l.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:48:15;a.t.a.t.o./p.c.t.a.t.o.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:48:20;d.t./p.d.t.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:48:32;d.c.l.n./p.d.c.l.n.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:48:56;d.t./p.d.t.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:49:21;n.a.ut.a.t.a.t.a./p.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:49:40;d.a./p.d.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:49:41;a.t.v./a.t.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:49:47;a.t.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:49:54;a.t.n./p.a.t.n.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:50:03;d.t.a.c.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:50:14;a.t.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:50:35;a/p.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:50:50;n.r.l.a.n./n.p.r.a.l.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:50:56;a.l.a./p.a.l.a./p.a.;3;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:01;a;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:04;n.a.t.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:08;a.l.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:11;a.l.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:13;n.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:15;a.l.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:16;a.l.a./p.a.l.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:21;n.a./a.l.a.;2;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:24;a.l.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:27;a.l.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:51:31;a.l.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:52:18;n.t.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:52:27;n.a.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:52:48;a;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:53:28;a;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:55:04;a.n.d.v.n.;1;0
Jablow_2;26.07.2012;C;5;KAM2;21:55:16;d.a.;1;0
Jablow_2;26.07.2012;C;5;KAM4;21:00:22;d.a.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:00:24;a.c.t.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:00:50;a.t.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:01:13;d.t.a.t.a.t.c.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:02:46;a.v.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:04:17;a.l.a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:04:30;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:05:15;n.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:05:17;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:06:26;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:07:13;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:07:18;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:07:21;d.a.c.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:07:26;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:07:28;d.a.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:09:38;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:09:43;a.t.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:09:55;a.l.v.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:09:59;d.a.t.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:11:05;n.a.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:11:25;d.a.ut.a.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:13:22;n.a.t.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:16:22;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:17:55;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:17:59;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:20;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:27;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:29;c.t.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:32;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:46;n.a.t.a./a;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:49;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:54;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:55;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:18:56;d.a.c.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:19:08;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:19:18;a.r.i.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:19:33;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:20:24;a.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:20:39;a.t.a.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:21:31;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:21:36;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:22:01;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:22:51;n.a.t.a./a.t.a.n.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:22:55;d.a.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:24:43;n.a.ut.c.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:25:55;a.v./p.a.v.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:29:23;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:29:25;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:29:30;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:29:58;v.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:30:02;a.v./p.a.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:30:09;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:30:24;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:30:28;a.t.a./p.n.t.a.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:30:30;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:30:33;d.a.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:30:36;a/p.a./p.a.;3;1
Jablow_2;26.07.2012;C;5;KAM4;21:31:16;a.t.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:31:20;a.un.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:31:20;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:31:26;a.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:31:36;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:32:31;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:32:46;a.t.d./p.a.t.a.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:33:46;a.l.a./p.a.l.a.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:33:49;d.a.t.a.t.d./p.d.a.c.d.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:34:11;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:34:33;d.a.t.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:34:50;d.c.d./a.d./p.a.d.;3;1
Jablow_2;26.07.2012;C;5;KAM4;21:34:58;a/p.a.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:35:07;d.a.t.l.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:35:15;a.ud.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:35:59;a.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:36:20;d.ua.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:36:54;a.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:37:39;w;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:38:09;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:38:24;a.ul.a./p.a.l.a.;3;1
Jablow_2;26.07.2012;C;5;KAM4;21:38:46;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:38:48;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:39:17;a.t.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:39:40;a.t.un.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:39:46;d.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:39:50;a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:42:08;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:42:12;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:42:35;a.t.un.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:43:54;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:46:57;d.a.l.a.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:47:22;a.c.t.d.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:47:26;a/a.t.d.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:47:58;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:48:19;a.l.a./p.a.t.n.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:48:26;n.t.a.n./p.n.t.a.n.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:48:40;n.a.t.a./p.n.a.t.a.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:48:49;d.c.d/p.d.c.d.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:48:52;e/p.e.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:48:59;n.c.n./p.n.c.n.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:49:11;f/p.f.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:49:14;n.t.a.t.d./p.n.t.a.t.d.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:49:45;a.n.;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:49:52;v.a./d.p.a.;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:50:33;a/p.a;2;1
Jablow_2;26.07.2012;C;5;KAM4;21:50:51;a;1;1
Jablow_2;26.07.2012;C;5;KAM4;21:54:33;a.t.a.t.d.;1;1
Jablow_2;27.07.2012;C;5;KAM2;04:00:01;d.a.t.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:02:10;d.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:02:12;a.t.d./p.a.t.d.;2;0
Jablow_2;27.07.2012;C;5;KAM2;04:04:04;v.l.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:05:31;a.t.d.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:05:59;a.t.n./p.a.t.n./p.a.l.c.;3;0
Jablow_2;27.07.2012;C;5;KAM2;04:06:30;a.n.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:10:38;a.l.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:11:12;a.t.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:11:46;l/p.l./p.l.;3;0
Jablow_2;27.07.2012;C;5;KAM2;04:15:12;a.t.n.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:15:17;d.o.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:15:23;a.t.d.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:15:29;n.l.ud.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:15:31;a;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:15:33;a.d.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:18:34;a.n.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:18:50;d.a.t.a.t./p.d.a.t.a.t.;2;0
Jablow_2;27.07.2012;C;5;KAM2;04:25:38;v.t.a.n.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:26:41;n.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:26:43;a.c.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:26:44;a.v.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:28:41;h;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:29:35;a.v.t.v.a.l.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:29:46;a.d.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:32:35;n.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:32:37;a.d.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:32:59;a.t.a.ut.a.n.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:33:03;d.a.v.t.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:33:05;a.t.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:37:07;a.t.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:44:16;a.t.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:44:48;d.t.a.;1;0
Jablow_2;27.07.2012;C;5;KAM2;04:45:09;n.a.ul.a.;1;0
Jablow_2;27.07.2012;C;5;KAM4;04:01:33;n.t.a.t.a.n.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:02:08;a.k.a./p.a.v.a.;2;1
Jablow_2;27.07.2012;C;5;KAM4;04:02:29;d.a.t.d.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:03:20;h;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:04:01;v;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:04:09;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:04:27;n.t.a.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:06:00;n.t.a./a.t.n.;2;1
Jablow_2;27.07.2012;C;5;KAM4;04:06:07;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:06:12;a.t.d.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:06:29;n.t.a.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:07:04;l;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:07:06;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:07:18;a.d./p.a.d./d.a.;3;1
Jablow_2;27.07.2012;C;5;KAM4;04:08:57;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:10:50;d.a.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:11:20;d.a.ut.n.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:11:37;d.a.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:11:38;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:11:39;a/p.a.;2;1
Jablow_2;27.07.2012;C;5;KAM4;04:11:40;a.t.d./p.a.t.a.t.a./n.t.a.;2;1
Jablow_2;27.07.2012;C;5;KAM4;04:11:48;a.t./c.a./a;3;1
Jablow_2;27.07.2012;C;5;KAM4;04:11:53;a.l.a./p.a./a.t.a.;3;1
Jablow_2;27.07.2012;C;5;KAM4;04:12:24;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:17:01;a.l.a.ut.n.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:22:32;a.v.t.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:22:42;d.a.l.a.t.a.t.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:23:39;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:23:42;a.t.d.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:25:56;d.a.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:25:57;a.t.d.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:26:46;a.t.d.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:27:14;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:29:42;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:29:44;a;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:33:09;a.t.d.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:37:11;v;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:44:18;a.t.n.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:44:23;a.t.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:44:27;a.n.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:45:13;a.c.a.;1;1
Jablow_2;27.07.2012;C;5;KAM4;04:45:31;a.t.a.d.;1;1
Jablow_2;27.07.2012;C;6;KAM2;21:02:20;a.t.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:07:16;d.t.a.l.t.a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:08:22;w;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:08:24;d.a.t.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:09:22;d.t.a.l.a.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:09:25;n.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:09:26;a.d.n.a.t.a.v.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:11:48;a.t.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:14:09;v.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:14:47;a.t.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:14:57;a.o.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:15:00;a.t.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:15:55;a.t.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:16:05;d.a.l.a.t.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:17:09;d.a.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:17:11;a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:17:32;d.t.a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:17:35;d.a.l.a.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:17:59;f;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:20:46;a.l./p.a.un.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:20:47;p.d.a.c./a.c.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:21:30;n.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:21:33;a.t.a.t.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:21:53;n.a.ul.a.t.a.c.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:25:47;a.t.o.ud.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:26:01;a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:26:03;a.t.a.t.a.c.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:26:15;a.t.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:26:42;n.a.t.a.ut.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:26:56;a.l.v.l.n./a;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:27:00;a.l.a.t.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:27:13;d.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:27:14;a.l.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:27:16;a.l.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:27:19;a.t.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:27:43;d.t.a.l.t.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:27:47;c.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:28:12;a.t.a.l.a.l.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:28:21;a.l.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:29:03;d.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:29:05;a.r.c.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:29:10;a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:29:16;d.c.a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:30:24;a.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:30:43;n.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:31:05;a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:31:23;a.t.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:31:28;d.a.c.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:31:46;a.l.a./p.a.l.a./v;3;0
Jablow_2;27.07.2012;C;6;KAM2;21:32:10;d.t.a.l.a.v.t.a.l.a./d.p.a.l.a.v.t.a.l.a.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:32:25;a.o.t.a.n./p.a.o.t.a.n.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:32:34;n.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:33:06;v;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:33:10;a;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:33:42;d.a./a.n./a.l.a./d.a.l.a.n.;3;0
Jablow_2;27.07.2012;C;6;KAM2;21:33:46;d.a.t.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:33:54;d.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:33:56;a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:34:01;w;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:34:34;v.ud.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:34:36;n.a.t.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:34:38;w;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:34:42;a.d./a.t.v.c./a.p.a.;3;0
Jablow_2;27.07.2012;C;6;KAM2;21:34:50;a.t.a.v.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:35:12;a.n./p.a.n.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:35:55;d.a.v.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:08;d.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:10;a.l.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:13;d.a.t.a.l.d./a.n.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:16;d.a.v.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:29;a.l.a.v.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:35;d.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:37;v.l.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:44;a;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:56;a.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:36:57;n.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:37:55;d.a.o.d./n.t.p.a.t.d.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:37:59;d.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:00;n.a.l.a.t.a.l.o.d./t.p.n.a.l.a.o.p.c.t.a./a.l.c.t./n.a.l.a.v.;4;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:07;a.t.a.l.a.t./p.a.t.a.l.a.t.d./a.l.a./a.t./a.v.a.l.a.t.d.;4;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:18;a.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:20;n.o.l.a./n.t.o.t.a.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:25;a.l.a.d./a.t.n.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:28;d.a.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:34;h/a.n.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:46;n.a.l.a./a;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:38:51;n.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:00;a.r.a.t.a.t.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:06;a;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:16;a/p.a.l.a.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:22;a.l.a.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:26;a.c.r.a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:31;a.v.a./a.t.d.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:34;n.a.t.a.c.d./p.n.a.t.a.l.o.v./d.p.a.t.c.d.;3;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:42;a.l.a.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:48;a.l.a.r.a.t.ud.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:39:58;d.a.t.d.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:01;l;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:02;a.v./p.a.v.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:04;n.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:08;a.t.a.n./a.l.a.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:11;d.a./n.a.t.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:12;a.ul.a.l.a./p.a.ul.a.l.a./a.l.a./p.a.l.a.;4;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:17;a.v./p.a./a/a.c.a.;4;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:37;a.v.r.t.v.n./d.a.;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:40:41;d.a.l.a.ut./w;2;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:28;v.a.un.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:30;d.a.n.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:33;w;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:34;d.a.t.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:37;a;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:46;a.r.a.;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:51;l;1;0
Jablow_2;27.07.2012;C;6;KAM2;21:41:53;v.l.v.c.d.;1;0
